sequence,found_in_MEGAHIT,found_in_SPAdes,status,MEGAHIT_vs2_score,MEGAHIT_dvf_score,MEGAHIT_identified_by,SPAdes_vs2_score,SPAdes_dvf_score,SPAdes_identified_by
k141_78781,Yes,No,Consensus,0.68,1.7785161787742257e-07,Both,N/A,N/A,N/A
NODE_22_length_4601_cov_5.459745,No,Yes,Consensus,N/A,N/A,N/A,0.92,0.0002773896267171,Both
k141_73318,Yes,No,Consensus,0.92,8.130082278512418e-07,Both,N/A,N/A,N/A
k141_107816,Yes,No,Consensus,0.747,0.0112669756636023,Both,N/A,N/A,N/A
k141_157122,Yes,No,Consensus,0.82,0.0666150152683258,Both,N/A,N/A,N/A
NODE_2242_length_1401_cov_8.503715,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.0035745983477681,Both
k141_20051,Yes,No,Consensus,,0.761449933052063,Both,N/A,N/A,N/A
k141_40657,Yes,No,Consensus,0.76,2.16622402149369e-06,Both,N/A,N/A,N/A
k141_42733,Yes,No,Consensus,0.7,0.1425843685865402,Both,N/A,N/A,N/A
k141_145746,Yes,No,Consensus,1.0,0.1141695901751518,Both,N/A,N/A,N/A
k141_9533,Yes,No,Consensus,0.973,0.1626137644052505,Both,N/A,N/A,N/A
k141_6853,Yes,No,Consensus,0.68,2.13883540709503e-05,Both,N/A,N/A,N/A
k141_143254,Yes,No,Consensus,0.993,0.8655332326889038,Both,N/A,N/A,N/A
k141_138005,Yes,No,Consensus,0.927,0.0001516521151643,Both,N/A,N/A,N/A
k141_48103,Yes,No,Consensus,0.88,0.2274959087371826,Both,N/A,N/A,N/A
k141_94982,Yes,No,Consensus,0.727,0.0147344507277011,Both,N/A,N/A,N/A
k141_3925,Yes,No,Consensus,0.533,0.0359473340213298,Both,N/A,N/A,N/A
k141_126423,Yes,No,Consensus,1.0,6.759462121408433e-05,Both,N/A,N/A,N/A
k141_33429,Yes,No,Consensus,0.947,0.0429600104689598,Both,N/A,N/A,N/A
k141_142575,Yes,No,Consensus,,0.2268248200416565,Both,N/A,N/A,N/A
k141_76249,Yes,No,Consensus,0.533,0.2519048452377319,Both,N/A,N/A,N/A
k141_105079,Yes,No,Consensus,0.847,0.9902509450912476,Both,N/A,N/A,N/A
k141_156879,Yes,No,Consensus,0.653,0.1121285185217857,Both,N/A,N/A,N/A
k141_64885,Yes,No,Consensus,0.987,0.0285859629511833,Both,N/A,N/A,N/A
k141_144601,Yes,No,Consensus,0.747,0.0150636760517954,Both,N/A,N/A,N/A
k141_63979,Yes,No,Consensus,0.62,0.000274371006526,Both,N/A,N/A,N/A
k141_7749,Yes,No,Consensus,0.553,0.0006767434533685,Both,N/A,N/A,N/A
k141_21967,Yes,No,Consensus,0.893,0.2387614697217941,Both,N/A,N/A,N/A
k141_169843,Yes,No,Consensus,1.0,0.2906345725059509,Both,N/A,N/A,N/A
k141_32329,Yes,No,Consensus,1.0,0.042344257235527,Both,N/A,N/A,N/A
k141_14112,Yes,No,Consensus,0.993,0.0579060539603233,Both,N/A,N/A,N/A
k141_128062,Yes,No,Consensus,0.96,0.6922692060470581,Both,N/A,N/A,N/A
k141_40427,Yes,No,Consensus,0.993,0.052294835448265,Both,N/A,N/A,N/A
k141_177459,Yes,No,Consensus,,9.211794882446613e-09,Both,N/A,N/A,N/A
k141_130096,Yes,No,Consensus,0.6,0.0063768001273274,Both,N/A,N/A,N/A
k141_90170,Yes,No,Consensus,0.52,4.943774911225773e-05,Both,N/A,N/A,N/A
k141_169818,Yes,No,Consensus,0.58,0.082447662949562,Both,N/A,N/A,N/A
k141_149822,Yes,No,Consensus,0.873,0.2575145661830902,Both,N/A,N/A,N/A
k141_50005,Yes,No,Consensus,0.533,8.817827620077878e-05,Both,N/A,N/A,N/A
k141_134442,Yes,No,Consensus,0.967,0.0059740529395639,Both,N/A,N/A,N/A
k141_105438,Yes,No,Consensus,0.64,0.0175302848219871,Both,N/A,N/A,N/A
k141_152407,Yes,No,Consensus,0.953,0.0115943886339664,Both,N/A,N/A,N/A
k141_73182,Yes,No,Consensus,0.793,0.9584810733795166,Both,N/A,N/A,N/A
k141_21191,Yes,No,Consensus,0.907,0.4599409103393554,Both,N/A,N/A,N/A
k141_78656,Yes,No,Consensus,0.713,0.0002154110261471,Both,N/A,N/A,N/A
NODE_1357_length_1608_cov_1.590470,No,Yes,Consensus,N/A,N/A,N/A,0.907,0.1044110879302024,Both
k141_15125,Yes,No,Consensus,1.0,0.5771716237068176,Both,N/A,N/A,N/A
k141_59496,Yes,No,Consensus,0.58,0.010362253524363,Both,N/A,N/A,N/A
k141_37347,Yes,No,Consensus,0.96,0.0547260232269763,Both,N/A,N/A,N/A
k141_150163,Yes,No,Consensus,1.0,0.080734334886074,Both,N/A,N/A,N/A
k141_88846,Yes,No,Consensus,0.773,0.1337997764348983,Both,N/A,N/A,N/A
k141_45727,Yes,No,Consensus,0.787,8.106070708890911e-06,Both,N/A,N/A,N/A
NODE_4663_length_1151_cov_1.449818,No,Yes,Consensus,N/A,N/A,N/A,0.907,0.9524310827255248,Both
k141_28762,Yes,No,Consensus,0.793,0.1746286451816558,Both,N/A,N/A,N/A
k141_17633,Yes,No,Consensus,0.987,0.0212732087820768,Both,N/A,N/A,N/A
k141_73302,Yes,No,Consensus,0.947,0.0545153394341468,Both,N/A,N/A,N/A
k141_8158,Yes,No,Consensus,0.927,0.4628551602363586,Both,N/A,N/A,N/A
k141_9780,Yes,No,Consensus,,2.1647797439072747e-06,Both,N/A,N/A,N/A
k141_11027,Yes,No,Consensus,0.88,0.1324554532766342,Both,N/A,N/A,N/A
k141_151284,Yes,No,Consensus,0.993,0.2722122967243194,Both,N/A,N/A,N/A
k141_153756,Yes,No,Consensus,0.973,0.7194817662239075,Both,N/A,N/A,N/A
NODE_1194_length_1669_cov_1.988228,No,Yes,Consensus,N/A,N/A,N/A,0.68,0.0040791621431708,Both
k141_28075,Yes,No,Consensus,0.593,0.0002771063009276,Both,N/A,N/A,N/A
NODE_415_length_2297_cov_3.311775,No,Yes,Consensus,N/A,N/A,N/A,0.927,0.999998927116394,Both
k141_2797,Yes,No,Consensus,0.513,0.0173616670072078,Both,N/A,N/A,N/A
k141_100228,Yes,No,Consensus,0.953,0.0054286434315145,Both,N/A,N/A,N/A
k141_60296,Yes,No,Consensus,0.953,0.1354319155216217,Both,N/A,N/A,N/A
k141_76428,Yes,No,Consensus,0.807,0.0082919830456376,Both,N/A,N/A,N/A
k141_78875,Yes,No,Consensus,0.647,0.0151690263301134,Both,N/A,N/A,N/A
k141_139032,Yes,No,Consensus,0.933,0.0142867378890514,Both,N/A,N/A,N/A
k141_8391,Yes,No,Consensus,0.873,0.329602986574173,Both,N/A,N/A,N/A
k141_91590,Yes,No,Consensus,0.987,0.0001617283269297,Both,N/A,N/A,N/A
NODE_3124_length_1281_cov_1.168026,No,Yes,Consensus,N/A,N/A,N/A,0.687,0.0755365490913391,Both
k141_80325,Yes,No,Consensus,0.927,0.8690940141677856,Both,N/A,N/A,N/A
k141_12960,Yes,No,Consensus,0.993,0.3167882561683655,Both,N/A,N/A,N/A
k141_126663,Yes,No,Consensus,0.58,2.234633257103269e-06,Both,N/A,N/A,N/A
k141_72115,Yes,No,Consensus,0.993,0.000418776879087,Both,N/A,N/A,N/A
k141_105800,Yes,No,Consensus,0.633,0.0085511151701211,Both,N/A,N/A,N/A
k141_173345,Yes,No,Consensus,0.673,1.994968260987661e-05,Both,N/A,N/A,N/A
k141_42009,Yes,No,Consensus,0.967,1.3609831512439996e-05,Both,N/A,N/A,N/A
k141_180426,Yes,No,Consensus,0.98,0.9887263774871826,Both,N/A,N/A,N/A
k141_96582,Yes,No,Consensus,0.567,0.0056070066057145,Both,N/A,N/A,N/A
k141_37077,Yes,No,Consensus,0.747,0.0107491053640842,Both,N/A,N/A,N/A
k141_87041,Yes,No,Consensus,0.987,0.9781277775764464,Both,N/A,N/A,N/A
k141_34310,Yes,No,Consensus,0.98,0.755089521408081,Both,N/A,N/A,N/A
k141_25136,Yes,No,Consensus,1.0,0.0197511296719312,Both,N/A,N/A,N/A
k141_87373,Yes,No,Consensus,0.987,0.3529359698295593,Both,N/A,N/A,N/A
NODE_26_length_4438_cov_7.225416,No,Yes,Consensus,N/A,N/A,N/A,0.567,0.5447288155555725,Both
k141_19115,Yes,No,Consensus,0.56,0.0027381116524338,Both,N/A,N/A,N/A
k141_97601,Yes,No,Consensus,0.7,0.4486533403396606,Both,N/A,N/A,N/A
k141_99368,Yes,No,Consensus,0.947,0.0001112877143896,Both,N/A,N/A,N/A
k141_126551,Yes,No,Consensus,,0.9128478765487672,Both,N/A,N/A,N/A
k141_120706,Yes,No,Consensus,1.0,0.5188866853713989,Both,N/A,N/A,N/A
k141_21927,Yes,No,Consensus,1.0,1.897218680824153e-05,Both,N/A,N/A,N/A
k141_101924,Yes,No,Consensus,0.94,0.0002541457652114,Both,N/A,N/A,N/A
k141_1515,Yes,No,Consensus,1.0,0.0004313999088481,Both,N/A,N/A,N/A
NODE_847_length_1843_cov_15.041387,No,Yes,Consensus,N/A,N/A,N/A,0.607,0.3656827211380005,Both
k141_158588,Yes,No,Consensus,0.747,0.732502818107605,Both,N/A,N/A,N/A
k141_23756,Yes,No,Consensus,0.713,0.0012286796700209,Both,N/A,N/A,N/A
k141_36159,Yes,No,Consensus,0.813,0.117233321070671,Both,N/A,N/A,N/A
k141_82455,Yes,No,Consensus,0.533,0.0006639363709837,Both,N/A,N/A,N/A
k141_161413,Yes,No,Consensus,0.68,0.4194571673870086,Both,N/A,N/A,N/A
k141_173228,Yes,No,Consensus,0.967,0.0753510519862175,Both,N/A,N/A,N/A
NODE_3085_length_1285_cov_1.267480,No,Yes,Consensus,N/A,N/A,N/A,,0.0075111435726284,Both
k141_25156,Yes,No,Consensus,0.953,0.0001993180485442,Both,N/A,N/A,N/A
NODE_3538_length_1236_cov_2.240474,No,Yes,Consensus,N/A,N/A,N/A,0.653,0.0137899760156869,Both
k141_11138,Yes,No,Consensus,0.987,0.0017991007771342,Both,N/A,N/A,N/A
k141_25008,Yes,No,Consensus,1.0,0.1133955344557762,Both,N/A,N/A,N/A
k141_180680,Yes,No,Consensus,0.607,1.0116788871528117e-05,Both,N/A,N/A,N/A
k141_11310,Yes,No,Consensus,0.78,0.9481088519096376,Both,N/A,N/A,N/A
NODE_7242_length_1019_cov_2.001037,No,Yes,Consensus,N/A,N/A,N/A,0.893,0.0205698255449533,Both
k141_116905,Yes,No,Consensus,0.987,0.1257436424493789,Both,N/A,N/A,N/A
k141_170609,Yes,No,Consensus,0.993,0.3317314684391022,Both,N/A,N/A,N/A
k141_38150,Yes,No,Consensus,0.5,0.022693496197462,Both,N/A,N/A,N/A
k141_155556,Yes,No,Consensus,0.987,0.9872166514396667,Both,N/A,N/A,N/A
k141_7021,Yes,No,Consensus,0.993,0.0139149008318781,Both,N/A,N/A,N/A
k141_39369,Yes,No,Consensus,1.0,0.9246485233306884,Both,N/A,N/A,N/A
k141_20735,Yes,No,Consensus,0.973,0.0314625017344951,Both,N/A,N/A,N/A
k141_82844,Yes,No,Consensus,0.74,0.038321815431118,Both,N/A,N/A,N/A
k141_26533,Yes,No,Consensus,0.56,9.523642802378164e-05,Both,N/A,N/A,N/A
k141_168600,Yes,No,Consensus,0.993,0.0028784410096704,Both,N/A,N/A,N/A
k141_67881,Yes,No,Consensus,0.973,0.0005693707498721,Both,N/A,N/A,N/A
k141_12767,Yes,No,Consensus,0.993,0.2593275010585785,Both,N/A,N/A,N/A
k141_112956,Yes,No,Consensus,0.62,0.0928687304258346,Both,N/A,N/A,N/A
k141_17282,Yes,No,Consensus,0.84,1.0,Both,N/A,N/A,N/A
k141_121982,Yes,No,Consensus,0.88,0.5585008263587952,Both,N/A,N/A,N/A
k141_115857,Yes,No,Consensus,0.573,0.0083290971815586,Both,N/A,N/A,N/A
k141_61181,Yes,No,Consensus,0.6,0.263418972492218,Both,N/A,N/A,N/A
k141_158185,Yes,No,Consensus,0.5,0.0116027910262346,Both,N/A,N/A,N/A
NODE_6077_length_1068_cov_1.394867,No,Yes,Consensus,N/A,N/A,N/A,0.98,2.454846253385768e-05,Both
k141_52338,Yes,No,Consensus,0.92,0.0107131963595747,Both,N/A,N/A,N/A
k141_55161,Yes,No,Consensus,1.0,0.0074436939321458,Both,N/A,N/A,N/A
k141_151075,Yes,No,Consensus,1.0,0.9344590902328492,Both,N/A,N/A,N/A
k141_52869,Yes,No,Consensus,0.96,0.0813660025596618,Both,N/A,N/A,N/A
NODE_4478_length_1163_cov_3.801444,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.0020740223117172,Both
k141_43880,Yes,No,Consensus,0.927,0.4087073802947998,Both,N/A,N/A,N/A
k141_165944,Yes,No,Consensus,0.96,0.4524570107460022,Both,N/A,N/A,N/A
k141_1628,Yes,No,Consensus,0.967,0.0003053590189665,Both,N/A,N/A,N/A
k141_5058,Yes,No,Consensus,0.947,4.476021058508195e-05,Both,N/A,N/A,N/A
k141_94948,Yes,No,Consensus,1.0,0.7745926380157471,Both,N/A,N/A,N/A
NODE_1003_length_1759_cov_6.676643,No,Yes,Consensus,N/A,N/A,N/A,0.807,0.7283309698104858,Both
k141_174362,Yes,No,Consensus,0.94,0.0010706257307901,Both,N/A,N/A,N/A
k141_26321,Yes,No,Consensus,0.867,0.019236410036683,Both,N/A,N/A,N/A
k141_4469,Yes,No,Consensus,0.987,0.1440943330526352,Both,N/A,N/A,N/A
k141_119118,Yes,No,Consensus,0.72,0.0563920512795448,Both,N/A,N/A,N/A
k141_52475,Yes,No,Consensus,0.553,1.601331689471408e-07,Both,N/A,N/A,N/A
k141_65121,Yes,No,Consensus,0.693,0.0008853139588609,Both,N/A,N/A,N/A
NODE_2262_length_1398_cov_2.606106,No,Yes,Consensus,N/A,N/A,N/A,0.88,0.0084125474095344,Both
k141_78720,Yes,No,Consensus,0.733,1.0285378266416956e-05,Both,N/A,N/A,N/A
k141_150863,Yes,No,Consensus,0.727,0.83302241563797,Both,N/A,N/A,N/A
k141_50189,Yes,No,Consensus,0.96,0.0002950239868368,Both,N/A,N/A,N/A
k141_140259,Yes,No,Consensus,0.84,0.170254111289978,Both,N/A,N/A,N/A
k141_172693,Yes,No,Consensus,0.507,0.0106856785714626,Both,N/A,N/A,N/A
k141_7036,Yes,No,Consensus,0.64,0.5594459176063538,Both,N/A,N/A,N/A
k141_45396,Yes,No,Consensus,0.86,0.9377065300941468,Both,N/A,N/A,N/A
k141_16027,Yes,No,Consensus,0.933,0.0007313170353882,Both,N/A,N/A,N/A
k141_176545,Yes,No,Consensus,0.987,0.7840257287025452,Both,N/A,N/A,N/A
k141_66339,Yes,No,Consensus,0.94,0.2661518156528473,Both,N/A,N/A,N/A
k141_83345,Yes,No,Consensus,0.933,0.0014584937598556,Both,N/A,N/A,N/A
k141_153150,Yes,No,Consensus,0.647,0.6905510425567627,Both,N/A,N/A,N/A
k141_153321,Yes,No,Consensus,0.587,9.677010530140252e-05,Both,N/A,N/A,N/A
k141_39776,Yes,No,Consensus,0.993,9.012811460706873e-06,Both,N/A,N/A,N/A
k141_31360,Yes,No,Consensus,0.733,1.5109023365766916e-08,Both,N/A,N/A,N/A
k141_37546,Yes,No,Consensus,0.96,0.1553353369235992,Both,N/A,N/A,N/A
k141_46064,Yes,No,Consensus,0.927,0.4023945033550262,Both,N/A,N/A,N/A
NODE_6517_length_1048_cov_2.368580,No,Yes,Consensus,N/A,N/A,N/A,0.62,0.0010431574191898,Both
NODE_1671_length_1519_cov_2.061475,No,Yes,Consensus,N/A,N/A,N/A,,6.175736052682623e-05,Both
k141_158537,Yes,No,Consensus,0.927,0.9404998421669006,Both,N/A,N/A,N/A
k141_52353,Yes,No,Consensus,0.873,0.0217768363654613,Both,N/A,N/A,N/A
k141_25963,Yes,No,Consensus,0.647,0.0015818020328879,Both,N/A,N/A,N/A
k141_72543,Yes,No,Consensus,0.933,0.1147122457623481,Both,N/A,N/A,N/A
k141_92108,Yes,No,Consensus,0.54,0.000447358994279,Both,N/A,N/A,N/A
k141_81705,Yes,No,Consensus,,0.0008286983938887,Both,N/A,N/A,N/A
k141_76181,Yes,No,Consensus,,0.0064994134008884,Both,N/A,N/A,N/A
k141_112456,Yes,No,Consensus,0.88,0.9368520379066468,Both,N/A,N/A,N/A
k141_122980,Yes,No,Consensus,0.713,0.0274075027555227,Both,N/A,N/A,N/A
k141_97501,Yes,No,Consensus,,0.0017139675328508,Both,N/A,N/A,N/A
k141_70985,Yes,No,Consensus,0.793,0.0164619758725166,Both,N/A,N/A,N/A
k141_100541,Yes,No,Consensus,,9.538710799006368e-08,Both,N/A,N/A,N/A
k141_36174,Yes,No,Consensus,0.827,1.6856833099154755e-05,Both,N/A,N/A,N/A
k141_4207,Yes,No,Consensus,0.973,0.0287616550922393,Both,N/A,N/A,N/A
k141_146299,Yes,No,Consensus,0.687,5.393025048761046e-07,Both,N/A,N/A,N/A
k141_4795,Yes,No,Consensus,0.893,0.0024930501822382,Both,N/A,N/A,N/A
k141_120047,Yes,No,Consensus,1.0,0.0860435962677002,Both,N/A,N/A,N/A
k141_5385,Yes,No,Consensus,0.567,0.041231133043766,Both,N/A,N/A,N/A
k141_73857,Yes,No,Consensus,0.993,0.0948820114135742,Both,N/A,N/A,N/A
k141_65816,Yes,No,Consensus,0.887,0.2597255706787109,Both,N/A,N/A,N/A
k141_132368,Yes,No,Consensus,0.547,0.0709484666585922,Both,N/A,N/A,N/A
NODE_239_length_2691_cov_3.421093,No,Yes,Consensus,N/A,N/A,N/A,0.96,0.0293979011476039,Both
k141_128794,Yes,No,Consensus,0.98,0.1684097051620483,Both,N/A,N/A,N/A
k141_31546,Yes,No,Consensus,1.0,0.5141150951385498,Both,N/A,N/A,N/A
k141_114820,Yes,No,Consensus,0.973,0.9724398255348206,Both,N/A,N/A,N/A
k141_180649,Yes,No,Consensus,0.707,0.0039591179229319,Both,N/A,N/A,N/A
k141_111325,Yes,No,Consensus,0.747,0.0001611201732885,Both,N/A,N/A,N/A
k141_25462,Yes,No,Consensus,0.9,0.3338327407836914,Both,N/A,N/A,N/A
k141_155280,Yes,No,Consensus,0.873,0.4989183843135834,Both,N/A,N/A,N/A
NODE_1367_length_1604_cov_2.699806,No,Yes,Consensus,N/A,N/A,N/A,0.627,0.0118335308507084,Both
k141_50644,Yes,No,Consensus,1.0,0.4774921238422394,Both,N/A,N/A,N/A
k141_170487,Yes,No,Consensus,0.933,0.1577653735876083,Both,N/A,N/A,N/A
k141_57812,Yes,No,Consensus,0.853,0.0044819018803536,Both,N/A,N/A,N/A
k141_68500,Yes,No,Consensus,0.973,1.1898627638728954e-09,Both,N/A,N/A,N/A
k141_178403,Yes,No,Consensus,0.893,0.8558386564254761,Both,N/A,N/A,N/A
k141_166315,Yes,No,Consensus,0.887,0.9938020706176758,Both,N/A,N/A,N/A
k141_179652,Yes,No,Consensus,0.9,0.0004491525469347,Both,N/A,N/A,N/A
k141_10089,Yes,No,Consensus,0.927,0.0107079967856407,Both,N/A,N/A,N/A
NODE_5826_length_1080_cov_2.183415,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.0015407705213874,Both
k141_154066,Yes,No,Consensus,0.647,0.0022965758107602,Both,N/A,N/A,N/A
k141_100803,Yes,No,Consensus,0.833,0.1519993543624878,Both,N/A,N/A,N/A
k141_75214,Yes,No,Consensus,0.993,0.1029539704322815,Both,N/A,N/A,N/A
k141_119300,Yes,No,Consensus,0.94,0.1189989820122718,Both,N/A,N/A,N/A
k141_143185,Yes,No,Consensus,0.773,4.674895535572432e-06,Both,N/A,N/A,N/A
k141_96564,Yes,No,Consensus,0.647,0.0043244869448244,Both,N/A,N/A,N/A
k141_133171,Yes,No,Consensus,0.753,1.4541616110363975e-05,Both,N/A,N/A,N/A
k141_56865,Yes,No,Consensus,0.833,0.0032648863270878,Both,N/A,N/A,N/A
k141_129470,Yes,No,Consensus,0.887,0.9587203860282898,Both,N/A,N/A,N/A
NODE_6033_length_1070_cov_2.328079,No,Yes,Consensus,N/A,N/A,N/A,0.547,4.953210411273723e-11,Both
k141_123544,Yes,No,Consensus,0.507,0.0064665633253753,Both,N/A,N/A,N/A
NODE_4361_length_1171_cov_2.677419,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.8076138496398926,Both
k141_4681,Yes,No,Consensus,1.0,0.0435751676559448,Both,N/A,N/A,N/A
NODE_1295_length_1630_cov_1.762540,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.0001707059418549,Both
k141_90995,Yes,No,Consensus,0.547,3.116860534646548e-05,Both,N/A,N/A,N/A
k141_92865,Yes,No,Consensus,0.527,0.0013319611316546,Both,N/A,N/A,N/A
k141_170191,Yes,No,Consensus,0.993,0.0787520036101341,Both,N/A,N/A,N/A
k141_171565,Yes,No,Consensus,0.793,0.7849621772766113,Both,N/A,N/A,N/A
k141_63507,Yes,No,Consensus,0.7,0.0305738113820552,Both,N/A,N/A,N/A
k141_105505,Yes,No,Consensus,0.833,0.0001027143880492,Both,N/A,N/A,N/A
k141_78712,Yes,No,Consensus,,0.028140926733613,Both,N/A,N/A,N/A
k141_5278,Yes,No,Consensus,0.773,0.4102763533592224,Both,N/A,N/A,N/A
NODE_2708_length_1330_cov_2.379608,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.9999619126319884,Both
k141_78944,Yes,No,Consensus,1.0,0.162427544593811,Both,N/A,N/A,N/A
k141_155566,Yes,No,Consensus,0.94,1.1033243936253712e-05,Both,N/A,N/A,N/A
k141_71383,Yes,No,Consensus,0.513,9.45960181297778e-08,Both,N/A,N/A,N/A
k141_145708,Yes,No,Consensus,0.607,0.5024424195289612,Both,N/A,N/A,N/A
k141_24012,Yes,No,Consensus,0.853,0.4839092195034027,Both,N/A,N/A,N/A
k141_41616,Yes,No,Consensus,0.607,0.0178111530840396,Both,N/A,N/A,N/A
k141_12969,Yes,No,Consensus,1.0,0.6762078404426575,Both,N/A,N/A,N/A
NODE_858_length_1836_cov_3.687816,No,Yes,Consensus,N/A,N/A,N/A,0.967,0.0307286195456981,Both
k141_171243,Yes,No,Consensus,0.507,3.509503088139354e-08,Both,N/A,N/A,N/A
k141_72410,Yes,No,Consensus,1.0,0.3104475438594818,Both,N/A,N/A,N/A
k141_113451,Yes,No,Consensus,0.58,0.8937814235687256,Both,N/A,N/A,N/A
k141_143575,Yes,No,Consensus,0.787,0.0482763238251209,Both,N/A,N/A,N/A
k141_44173,Yes,No,Consensus,0.747,2.2718146283295937e-05,Both,N/A,N/A,N/A
k141_168438,Yes,No,Consensus,0.867,0.1439129263162613,Both,N/A,N/A,N/A
k141_171239,Yes,No,Consensus,0.967,0.0090180691331624,Both,N/A,N/A,N/A
k141_106232,Yes,No,Consensus,0.993,0.4068669974803924,Both,N/A,N/A,N/A
k141_143035,Yes,No,Consensus,,0.0008764343801885,Both,N/A,N/A,N/A
k141_35164,Yes,No,Consensus,0.673,0.0062171462923288,Both,N/A,N/A,N/A
k141_30743,Yes,No,Consensus,0.98,0.2961631417274475,Both,N/A,N/A,N/A
k141_47475,Yes,No,Consensus,0.833,0.2682949006557464,Both,N/A,N/A,N/A
k141_31816,Yes,No,Consensus,0.867,0.0242277700453996,Both,N/A,N/A,N/A
k141_158346,Yes,No,Consensus,0.533,0.0031963346991688,Both,N/A,N/A,N/A
k141_21782,Yes,No,Consensus,0.547,0.001060600974597,Both,N/A,N/A,N/A
k141_7351,Yes,No,Consensus,1.0,0.9075103998184204,Both,N/A,N/A,N/A
k141_7864,Yes,No,Consensus,0.96,0.5436630249023438,Both,N/A,N/A,N/A
k141_140540,Yes,No,Consensus,0.993,0.7498438358306885,Both,N/A,N/A,N/A
NODE_857_length_1837_cov_1.977553,No,Yes,Consensus,N/A,N/A,N/A,0.92,0.5177040100097656,Both
k141_119281,Yes,No,Consensus,0.767,0.5061466693878174,Both,N/A,N/A,N/A
NODE_3356_length_1255_cov_1.310000,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.006033781915903,Both
k141_62563,Yes,No,Consensus,0.74,0.1965147107839584,Both,N/A,N/A,N/A
k141_4451,Yes,No,Consensus,0.84,1.0421320439490955e-05,Both,N/A,N/A,N/A
k141_95032,Yes,No,Consensus,0.507,0.7047263383865356,Both,N/A,N/A,N/A
k141_147220,Yes,No,Consensus,0.8,0.049730759114027,Both,N/A,N/A,N/A
k141_68510,Yes,No,Consensus,0.687,0.0133728645741939,Both,N/A,N/A,N/A
k141_91612,Yes,No,Consensus,0.66,0.0770648345351219,Both,N/A,N/A,N/A
k141_23727,Yes,No,Consensus,0.9,0.0275319479405879,Both,N/A,N/A,N/A
k141_98399,Yes,No,Consensus,0.98,0.0212974678725004,Both,N/A,N/A,N/A
k141_69406,Yes,No,Consensus,0.8,0.3835030794143677,Both,N/A,N/A,N/A
NODE_6506_length_1049_cov_1.654930,No,Yes,Consensus,N/A,N/A,N/A,0.707,0.0067779035307466,Both
k141_58141,Yes,No,Consensus,0.78,0.0192392412573099,Both,N/A,N/A,N/A
k141_126236,Yes,No,Consensus,0.773,0.0067649795673787,Both,N/A,N/A,N/A
k141_51941,Yes,No,Consensus,0.887,1.3830739931108837e-07,Both,N/A,N/A,N/A
k141_8016,Yes,No,Consensus,0.633,0.5730365514755249,Both,N/A,N/A,N/A
k141_91959,Yes,No,Consensus,,0.8687925934791565,Both,N/A,N/A,N/A
k141_109955,Yes,No,Consensus,0.533,0.0033335841726511,Both,N/A,N/A,N/A
k141_117079,Yes,No,Consensus,0.627,0.3277068138122558,Both,N/A,N/A,N/A
NODE_1361_length_1607_cov_1.571521,No,Yes,Consensus,N/A,N/A,N/A,0.907,0.0004473250301089,Both
k141_108092,Yes,No,Consensus,0.94,0.2912048101425171,Both,N/A,N/A,N/A
k141_163340,Yes,No,Consensus,0.52,0.8564216494560242,Both,N/A,N/A,N/A
k141_26565,Yes,No,Consensus,0.693,0.0001045865501509,Both,N/A,N/A,N/A
k141_116507,Yes,No,Consensus,0.9,0.4843989014625549,Both,N/A,N/A,N/A
k141_20562,Yes,No,Consensus,0.82,0.065341331064701,Both,N/A,N/A,N/A
k141_118399,Yes,No,Consensus,0.967,0.0358787849545478,Both,N/A,N/A,N/A
k141_136889,Yes,No,Consensus,0.987,4.77246373975504e-07,Both,N/A,N/A,N/A
k141_41612,Yes,No,Consensus,0.733,0.0390380769968032,Both,N/A,N/A,N/A
k141_120278,Yes,No,Consensus,0.52,0.0216629821807146,Both,N/A,N/A,N/A
k141_161351,Yes,No,Consensus,0.507,5.49820797459688e-05,Both,N/A,N/A,N/A
k141_62966,Yes,No,Consensus,0.74,0.2473832219839096,Both,N/A,N/A,N/A
k141_141998,Yes,No,Consensus,1.0,0.0047178594395518,Both,N/A,N/A,N/A
NODE_1056_length_1730_cov_3.011343,No,Yes,Consensus,N/A,N/A,N/A,0.753,8.174613867595326e-06,Both
k141_108949,Yes,No,Consensus,0.967,7.527389971073717e-05,Both,N/A,N/A,N/A
k141_7719,Yes,No,Consensus,0.84,0.0388098023831844,Both,N/A,N/A,N/A
NODE_2709_length_1330_cov_1.556863,No,Yes,Consensus,N/A,N/A,N/A,0.593,1.2534609084013937e-07,Both
k141_14733,Yes,No,Consensus,0.767,0.0903415381908416,Both,N/A,N/A,N/A
k141_151898,Yes,No,Consensus,1.0,0.0586173348128795,Both,N/A,N/A,N/A
k141_130342,Yes,No,Consensus,0.58,0.4135413467884063,Both,N/A,N/A,N/A
NODE_24_length_4497_cov_3.800090,No,Yes,Consensus,N/A,N/A,N/A,0.787,0.260119616985321,Both
k141_137429,Yes,No,Consensus,0.987,0.0069210915826261,Both,N/A,N/A,N/A
k141_53589,Yes,No,Consensus,0.64,0.4331118464469909,Both,N/A,N/A,N/A
